artist,song,explicit,year,popularity,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_seconds,tempo_class,key_name,mode_name,tonality,acoustic,blues,classical,country,dance,easy listening,electronic,folk,hip hop,jazz,latin,metal,pop,r&b,rock,traditional,world
little mix,shout out to my ex,False,2017,0.011,0.761,0.733,0.813,0.119,0.024,0.0,0.106,0.815,126,246,Veloce (Allegro),F,Major,F Major,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
lumineers,ophelia,False,2016,0.0,0.632,0.552,0.696,0.01,0.646,0.0,0.083,0.624,76,160,Lento (Adagio),F,Major,F Major,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
frank ocean,pink + white,False,2016,0.888,0.49,0.526,0.646,0.137,0.686,0.0,0.473,0.552,160,184,Vivace,A,Major,A Major,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
drake,too good,True,2016,0.832,0.786,0.634,0.626,0.146,0.05,0.0,0.094,0.384,118,263,Allegretto,G,Major,G Major,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
ed sheeran,shape of you,False,2017,0.944,0.823,0.632,0.856,0.103,0.595,0.0,0.086,0.955,96,233,Moderato,C#,Minor,C# Minor,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
sean paul,no lie,False,2018,0.944,0.725,0.876,0.872,0.17,0.048,0.0,0.222,0.454,102,221,Moderato,G,Major,G Major,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
luis fonsi,despacito (featuring daddy yankee),False,2017,0.0,0.628,0.774,0.779,0.266,0.214,0.0,0.109,0.864,178,228,Frenetico (Presto),D,Major,D Major,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
sam smith,too good at goodbyes,False,2017,0.888,0.652,0.336,0.607,0.036,0.656,0.0,0.177,0.468,92,201,Moderato,F,Major,F Major,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
clean bandit,rockabye (feat. sean paul & anne-marie),False,2016,0.843,0.699,0.75,0.813,0.053,0.416,0.0,0.191,0.753,102,251,Moderato,A,Minor,A Minor,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
camila cabello,havana (feat. young thug),False,2017,0.011,0.755,0.49,0.8,0.014,0.191,0.0,0.099,0.406,105,216,Moderato,G,Minor,G Minor,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
imagine dragons,thunder,False,2017,0.011,0.557,0.8,0.779,0.045,0.007,0.213,0.161,0.278,168,187,Vivace,C,Major,C Major,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
maroon 5,don't wanna know (feat. kendrick lamar),False,2018,0.764,0.773,0.588,0.711,0.084,0.351,0.0,0.092,0.406,100,214,Moderato,G,Major,G Major,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
chainsmokers,something just like this,False,2017,0.933,0.577,0.614,0.679,0.015,0.051,0.0,0.171,0.436,103,247,Moderato,B,Minor,B Minor,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
ed sheeran,perfect,False,2017,0.955,0.556,0.416,0.702,0.0,0.167,0.0,0.102,0.139,95,263,Moderato,G#,Major,G# Major,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
mgmt,little dark age,False,2018,0.91,0.681,0.696,0.71,0.028,0.01,0.001,0.094,0.622,98,299,Moderato,F#,Major,F# Major,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
travis scott,goosebumps,True,2016,0.933,0.842,0.713,0.847,0.046,0.087,0.0,0.153,0.419,130,243,Veloce (Allegro),G,Major,G Major,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
billie eilish,bored,False,2017,0.944,0.573,0.279,0.386,0.044,0.918,0.002,0.07,0.079,120,180,Allegretto,G,Major,G Major,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
future,mask off,True,2017,0.888,0.832,0.402,0.579,0.738,0.01,0.022,0.173,0.26,150,204,Veloce (Allegro),D,Major,D Major,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
g-eazy,him & i,True,2017,0.0,0.544,0.716,0.7,0.115,0.055,0.0,0.345,0.164,88,268,Moderato,D,Major,D Major,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
maroon 5,cold (feat. future),True,2017,0.0,0.671,0.7,0.703,0.162,0.121,0.0,0.025,0.5,100,234,Moderato,A,Minor,A Minor,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
rae sremmurd,swang,True,2016,0.843,0.652,0.274,0.553,0.063,0.205,0.0,0.094,0.137,140,208,Veloce (Allegro),G#,Major,G# Major,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
lil peep,save that shit,True,2017,0.865,0.479,0.559,0.585,0.01,0.027,0.0,0.48,0.114,106,231,Moderato,D,Major,D Major,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
a$ap ferg,plain jane,True,2017,0.832,0.79,0.836,0.743,0.456,0.067,0.0,0.079,0.516,170,173,Vivace,B,Major,B Major,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
french montana,unforgettable,True,2017,0.921,0.706,0.756,0.764,0.18,0.03,0.01,0.099,0.743,98,233,Moderato,F#,Major,F# Major,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
21 savage,bank account,True,2017,0.832,0.892,0.309,0.607,0.591,0.015,0.0,0.079,0.361,75,220,Lento (Adagio),G#,Minor,G# Minor,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
axwell ingrosso,more than you know,False,2017,0.0,0.61,0.727,0.767,0.019,0.033,0.0,0.323,0.53,123,203,Veloce (Allegro),F,Minor,F Minor,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
zayn,dusk till dawn (feat. sia) - radio edit,False,2017,0.865,0.154,0.405,0.688,0.028,0.104,0.0,0.102,0.061,180,239,Frenetico (Presto),B,Minor,B Minor,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
j balvin,mi gente,False,2017,0.596,0.495,0.684,0.773,0.123,0.018,0.0,0.135,0.29,104,189,Moderato,B,Minor,B Minor,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
jax jones,you don't know me - radio edit,True,2016,0.011,0.883,0.65,0.714,0.208,0.167,0.0,0.197,0.689,124,213,Veloce (Allegro),B,Minor,B Minor,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0
rae sremmurd,black beatles,True,2016,0.843,0.786,0.611,0.709,0.075,0.146,0.0,0.128,0.339,146,291,Veloce (Allegro),C,Major,C Major,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
zara larsson,ain't my fault,False,2017,0.753,0.528,0.77,0.775,0.012,0.008,0.0,0.317,0.339,141,224,Veloce (Allegro),F#,Minor,F# Minor,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
travis scott,butterfly effect,False,2017,0.0,0.749,0.575,0.674,0.056,0.073,0.0,0.109,0.154,141,190,Veloce (Allegro),B,Major,B Major,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
ayo & teo,rolex,False,2017,0.775,0.798,0.88,0.89,0.03,0.086,0.0,0.294,0.803,145,238,Veloce (Allegro),C#,Major,C# Major,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
lil uzi vert,xo tour llif3,True,2017,0.91,0.713,0.736,0.699,0.376,0.003,0.0,0.105,0.388,155,182,Veloce (Allegro),B,Minor,B Minor,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
imagine dragons,whatever it takes,False,2017,0.899,0.642,0.636,0.766,0.014,0.037,0.0,0.115,0.554,135,201,Veloce (Allegro),A#,Minor,A# Minor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
rob $tone,chill bill (feat. j. davi$ & spooks),True,2016,0.854,0.895,0.394,0.518,0.22,0.032,0.001,0.083,0.205,108,177,Moderato,F#,Major,F# Major,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
jason derulo,swalla (feat. nicki minaj & ty dolla $ign),True,2017,0.843,0.67,0.807,0.823,0.155,0.077,0.0,0.199,0.796,98,216,Moderato,C#,Major,C# Major,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
g-eazy,no limit,True,2017,0.0,0.838,0.758,0.826,0.399,0.012,0.0,0.077,0.392,176,245,Vivace,C#,Major,C# Major,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
playboi carti,magnolia,True,2017,0.865,0.782,0.558,0.652,0.475,0.012,0.0,0.395,0.433,163,181,Vivace,B,Minor,B Minor,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
chord overstreet,hold on,False,2017,0.899,0.578,0.411,0.535,0.053,0.48,0.0,0.074,0.138,120,198,Allegretto,D,Major,D Major,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
jax jones,breathe,False,2017,0.652,0.701,0.73,0.741,0.024,0.024,0.0,0.146,0.693,126,207,Veloce (Allegro),B,Minor,B Minor,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0
imagine dragons,believer,False,2017,0.011,0.768,0.775,0.801,0.153,0.054,0.0,0.142,0.716,125,204,Veloce (Allegro),A#,Minor,A# Minor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
natti natasha,criminal,False,2017,0.832,0.81,0.803,0.864,0.06,0.031,0.0,0.281,0.857,80,232,Moderato,D,Minor,D Minor,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
kendrick lamar,humble.,True,2017,0.0,0.918,0.604,0.679,0.121,0.0,0.0,0.091,0.412,150,177,Veloce (Allegro),C#,Minor,C# Minor,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
selena gomez,fetish (feat. gucci mane),False,2017,0.775,0.684,0.596,0.795,0.065,0.021,0.0,0.049,0.243,123,186,Veloce (Allegro),D,Major,D Major,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
charlie puth,attention,False,2017,0.0,0.762,0.605,0.795,0.036,0.099,0.0,0.076,0.79,100,211,Moderato,D#,Minor,D# Minor,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
big shaq,man's not hot,False,2017,0.697,0.917,0.878,0.812,0.385,0.114,0.0,0.103,0.588,135,186,Veloce (Allegro),C,Major,C Major,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
anne-marie,ciao adios,False,2017,0.64,0.673,0.876,0.862,0.114,0.13,0.0,0.154,0.435,106,200,Moderato,E,Minor,E Minor,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
rag'n'bone man,human,False,2017,0.854,0.559,0.691,0.811,0.504,0.403,0.0,0.173,0.552,75,200,Lento (Adagio),A,Major,A Major,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
blackbear,do re mi,True,2017,0.045,0.728,0.57,0.7,0.053,0.005,0.0,0.122,0.141,111,212,Allegretto,G#,Major,G# Major,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0
lil pump,gucci gang,True,2017,0.719,0.954,0.496,0.682,0.066,0.245,0.0,0.115,0.707,120,124,Allegretto,F,Major,F Major,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
taylor swift,look what you made me do,False,2017,0.854,0.753,0.693,0.694,0.18,0.209,0.0,0.126,0.5,128,211,Veloce (Allegro),A,Minor,A Minor,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
enrique iglesias,subeme la radio (feat. descemer bueno & zion & lennox),False,2017,0.786,0.661,0.812,0.85,0.055,0.066,0.0,0.264,0.665,91,207,Moderato,C,Major,C Major,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
kodak black,tunnel vision,True,2017,0.573,0.435,0.46,0.632,0.49,0.059,0.0,0.121,0.206,172,268,Vivace,B,Minor,B Minor,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
kendrick lamar,dna.,True,2017,0.0,0.599,0.49,0.68,0.609,0.004,0.0,0.079,0.381,140,185,Veloce (Allegro),C,Major,C Major,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
a boogie wit da hoodie,drowning (feat. kodak black),True,2017,0.0,0.839,0.8,0.753,0.061,0.513,0.0,0.115,0.83,129,209,Veloce (Allegro),F,Minor,F Minor,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
xxxtentacion,jocelyn flores,True,2017,0.933,0.878,0.356,0.562,0.396,0.48,0.0,0.331,0.427,134,119,Veloce (Allegro),C,Minor,C Minor,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
migos,bad and boujee (feat. lil uzi vert),True,2017,0.809,0.942,0.647,0.751,0.399,0.063,0.0,0.122,0.139,127,343,Veloce (Allegro),B,Major,B Major,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
yo gotti,rake it up (feat. nicki minaj),True,2017,0.753,0.923,0.412,0.612,0.58,0.022,0.0,0.139,0.526,150,276,Veloce (Allegro),C#,Minor,C# Minor,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
martin garrix,scared to be lonely,False,2017,0.865,0.538,0.514,0.629,0.062,0.092,0.0,0.288,0.168,138,220,Veloce (Allegro),C#,Minor,C# Minor,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
jonas blue,mama,False,2017,0.573,0.721,0.781,0.803,0.034,0.093,0.0,0.036,0.544,104,181,Moderato,B,Minor,B Minor,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
martin jensen,solo dance,False,2016,0.0,0.727,0.827,0.895,0.05,0.045,0.0,0.208,0.344,115,174,Allegretto,F#,Minor,F# Minor,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
taylor swift,...ready for it?,False,2017,0.82,0.572,0.751,0.692,0.204,0.054,0.0,0.211,0.405,160,208,Vivace,D,Major,D Major,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
david guetta,2u (feat. justin bieber),False,2017,0.753,0.495,0.63,0.726,0.065,0.224,0.0,0.245,0.555,145,194,Veloce (Allegro),G#,Minor,G# Minor,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0
migos,slippery (feat. gucci mane),True,2017,0.764,0.935,0.657,0.734,0.434,0.314,0.0,0.099,0.76,142,304,Veloce (Allegro),C#,Minor,C# Minor,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
shawn mendes,there's nothing holdin' me back,False,2017,0.0,0.86,0.789,0.814,0.064,0.39,0.0,0.084,0.992,122,199,Veloce (Allegro),D,Major,D Major,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
g-eazy,good life (with g-eazy & kehlani),False,2017,0.708,0.524,0.766,0.756,0.38,0.006,0.0,0.042,0.537,168,225,Vivace,C#,Major,C# Major,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
vamps,all night,False,2017,0.82,0.484,0.794,0.757,0.023,0.004,0.0,0.371,0.502,145,197,Veloce (Allegro),G#,Major,G# Major,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
dua lipa,new rules,False,2017,0.685,0.749,0.704,0.758,0.083,0.003,0.0,0.111,0.592,116,212,Allegretto,A,Minor,A Minor,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
cardi b,bodak yellow,True,2017,0.663,0.946,0.708,0.727,0.155,0.069,0.0,0.39,0.449,125,223,Veloce (Allegro),B,Minor,B Minor,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
rag'n'bone man,skin,False,2017,0.753,0.514,0.731,0.632,0.519,0.272,0.0,0.151,0.335,171,239,Vivace,C,Major,C Major,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
zara larsson,i would like,False,2017,0.64,0.422,0.697,0.818,0.053,0.087,0.0,0.075,0.277,121,226,Veloce (Allegro),D,Minor,D Minor,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
dj khaled,wild thoughts (feat. rihanna & bryson tiller),True,2017,0.809,0.641,0.654,0.861,0.082,0.034,0.0,0.116,0.635,98,204,Moderato,C,Minor,C Minor,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
post malone,congratulations,True,2016,0.91,0.592,0.794,0.807,0.024,0.22,0.0,0.278,0.486,123,220,Veloce (Allegro),F#,Major,F# Major,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
avicii,without you (feat. sandro cavazza),True,2017,0.865,0.63,0.851,0.774,0.036,0.002,0.0,0.029,0.275,134,181,Veloce (Allegro),D,Major,D Major,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
clean bandit,symphony (feat. zara larsson),False,2017,0.0,0.696,0.587,0.782,0.036,0.288,0.0,0.256,0.491,123,214,Veloce (Allegro),C,Minor,C Minor,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
katy perry,chained to the rhythm,False,2017,0.775,0.512,0.789,0.747,0.161,0.083,0.0,0.214,0.463,95,237,Moderato,C,Major,C Major,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
zay hilfigerrr,juju on that beat (tz anthem),False,2016,0.64,0.801,0.881,0.821,0.456,0.004,0.0,0.444,0.794,161,144,Vivace,C#,Major,C# Major,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
calvin harris,"feels (feat. pharrell williams, katy perry & big sean)",True,2017,0.888,0.903,0.731,0.86,0.061,0.066,0.0,0.088,0.892,101,223,Moderato,B,Minor,B Minor,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0
migos,t-shirt,True,2017,0.719,0.87,0.67,0.829,0.351,0.248,0.0,0.164,0.479,139,242,Veloce (Allegro),A#,Minor,A# Minor,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
onerepublic,rich love (with seeb),False,2017,0.719,0.322,0.866,0.834,0.526,0.171,0.0,0.41,0.464,105,201,Moderato,C#,Minor,C# Minor,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
maggie lindemann,pretty girl - cheat codes x cade remix,True,2017,0.685,0.678,0.861,0.783,0.011,0.154,0.134,0.099,0.743,121,193,Veloce (Allegro),G,Minor,G Minor,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
macklemore,glorious (feat. skylar grey),True,2017,0.832,0.712,0.783,0.76,0.052,0.033,0.0,0.109,0.34,140,220,Veloce (Allegro),C,Minor,C Minor,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
hayden james,numb,True,2019,0.528,0.577,0.533,0.666,0.036,0.188,0.0,0.084,0.387,148,217,Veloce (Allegro),A#,Minor,A# Minor,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
liam payne,strip that down,False,2017,0.011,0.875,0.456,0.737,0.057,0.252,0.0,0.066,0.523,106,204,Moderato,F#,Major,F# Major,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
drake,passionfruit,True,2017,0.0,0.804,0.432,0.452,0.03,0.262,0.086,0.105,0.349,112,298,Allegretto,B,Major,B Major,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
justin bieber,friends (with bloodpop®),False,2017,0.0,0.727,0.725,0.749,0.028,0.005,0.0,0.342,0.653,105,189,Moderato,G#,Major,G# Major,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
zayn,"i don’t wanna live forever (fifty shades darker) - from ""fifty shades darker (original motion picture soundtrack)""",False,2016,0.0,0.716,0.42,0.6,0.064,0.065,0.0,0.365,0.051,118,245,Allegretto,C,Major,C Major,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
alessia cara,scars to your beautiful,False,2016,0.854,0.225,0.725,0.73,0.45,0.029,0.0,0.108,0.44,194,230,Frenetico (Presto),C,Major,C Major,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2 chainz,it's a vibe,True,2017,0.798,0.819,0.474,0.649,0.226,0.032,0.001,0.111,0.521,73,210,Lento (Adagio),G,Major,G Major,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
starley,call on me - ryan riback remix,False,2016,0.539,0.64,0.83,0.814,0.024,0.062,0.001,0.165,0.725,105,222,Moderato,C,Major,C Major,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
ajr,weak,False,2017,0.0,0.643,0.617,0.79,0.036,0.14,0.0,0.195,0.684,124,201,Veloce (Allegro),F,Major,F Major,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
lana del rey,lust for life (with the weeknd),False,2017,0.0,0.437,0.658,0.588,0.063,0.602,0.005,0.405,0.275,100,264,Moderato,C,Minor,C Minor,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
cnco,reggaetón lento (remix),False,2017,0.0,0.584,0.905,0.862,0.095,0.162,0.0,0.091,0.656,94,188,Moderato,E,Minor,E Minor,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
vamps,middle of the night,False,2017,0.685,0.543,0.735,0.8,0.063,0.004,0.0,0.072,0.384,130,174,Veloce (Allegro),B,Minor,B Minor,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
weeknd,i feel it coming,False,2016,0.876,0.761,0.809,0.72,0.172,0.438,0.0,0.056,0.585,93,269,Moderato,C,Minor,C Minor,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
chainsmokers,paris,False,2017,0.82,0.619,0.639,0.696,0.013,0.022,0.0,0.087,0.194,100,221,Moderato,D,Major,D Major,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
big sean,bounce back,True,2017,0.798,0.77,0.551,0.736,0.21,0.109,0.0,0.129,0.251,82,222,Moderato,C#,Minor,C# Minor,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
shawn mendes,mercy,False,2017,0.0,0.511,0.656,0.772,0.106,0.121,0.0,0.108,0.369,148,208,Veloce (Allegro),E,Minor,E Minor,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
avicii,lonely together (feat. rita ora),False,2017,0.596,0.622,0.647,0.751,0.069,0.137,0.0,0.056,0.25,103,181,Moderato,F,Major,F Major,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
cheat codes,no promises (feat. demi lovato),False,2017,0.764,0.723,0.648,0.745,0.2,0.059,0.0,0.102,0.596,113,223,Allegretto,A#,Major,A# Major,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
bruno mars,24k magic,False,2016,0.876,0.814,0.792,0.802,0.102,0.035,0.0,0.158,0.635,107,225,Moderato,C#,Major,C# Major,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
lorde,homemade dynamite - remix,True,2017,0.09,0.771,0.522,0.767,0.096,0.235,0.0,0.127,0.146,107,214,Moderato,C,Minor,C Minor,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
kygo,it ain't me (with selena gomez),False,2017,0.843,0.604,0.506,0.688,0.086,0.122,0.0,0.078,0.51,100,220,Moderato,C,Major,C Major,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
drake,god's plan,True,2018,0.91,0.739,0.417,0.558,0.155,0.034,0.0,0.638,0.341,77,198,Moderato,G,Major,G Major,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
post malone,rockstar (feat. 21 savage),True,2018,0.933,0.539,0.493,0.71,0.087,0.127,0.0,0.132,0.097,160,218,Vivace,F,Minor,F Minor,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
offset,ric flair drip (with metro boomin),True,2017,0.899,0.888,0.395,0.604,0.331,0.153,0.0,0.111,0.315,100,172,Moderato,A,Major,A Major,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
g-eazy,him & i (with halsey),True,2017,0.843,0.544,0.716,0.7,0.115,0.055,0.0,0.345,0.164,88,268,Moderato,D,Major,D Major,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
dynoro,in my mind,False,2018,0.876,0.668,0.757,0.75,0.228,0.18,0.0,0.116,0.134,126,184,Veloce (Allegro),F#,Major,F# Major,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
juice wrld,lucid dreams,True,2018,0.944,0.452,0.541,0.656,0.32,0.358,0.0,0.383,0.192,84,239,Moderato,F#,Minor,F# Minor,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
zedd,the middle,False,2018,0.899,0.738,0.638,0.862,0.039,0.175,0.0,0.109,0.427,107,184,Moderato,G,Major,G Major,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0
marshmello,friends,True,2018,0.876,0.588,0.874,0.896,0.049,0.21,0.0,0.128,0.53,95,202,Moderato,A,Minor,A Minor,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
cardi b,i like it,True,2018,0.888,0.812,0.711,0.816,0.191,0.101,0.0,0.422,0.654,136,253,Veloce (Allegro),F,Minor,F Minor,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
xxxtentacion,moonlight,True,2018,0.921,0.936,0.511,0.731,0.104,0.57,0.004,0.097,0.72,128,135,Veloce (Allegro),A,Minor,A Minor,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ariana grande,no tears left to cry,False,2018,0.865,0.674,0.697,0.742,0.066,0.041,0.0,0.328,0.338,122,205,Veloce (Allegro),A,Minor,A Minor,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
sheck wes,mo bamba,True,2018,0.865,0.709,0.604,0.753,0.015,0.199,0.01,0.272,0.238,146,183,Veloce (Allegro),E,Major,E Major,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
calvin harris,one kiss (with dua lipa),False,2018,0.91,0.782,0.855,0.854,0.157,0.038,0.0,0.072,0.592,124,214,Veloce (Allegro),A,Minor,A Minor,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0
tyga,taste (feat. offset),True,2018,0.82,0.892,0.534,0.646,0.175,0.024,0.0,0.096,0.325,98,232,Moderato,C,Major,C Major,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
travis scott,sicko mode,True,2018,0.91,0.833,0.715,0.83,0.36,0.005,0.0,0.123,0.436,155,312,Veloce (Allegro),G#,Major,G# Major,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
imagine dragons,natural,False,2018,0.899,0.68,0.589,0.712,0.032,0.222,0.0,0.072,0.195,100,189,Moderato,D,Major,D Major,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
dj snake,"taki taki (with selena gomez, ozuna & cardi b)",True,2018,0.854,0.843,0.79,0.808,0.37,0.161,0.0,0.051,0.619,96,212,Moderato,G#,Minor,G# Minor,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0
marshmello,spotlight,False,2018,0.798,0.493,0.812,0.792,0.231,0.015,0.0,0.866,0.617,150,177,Veloce (Allegro),G,Major,G Major,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
weeknd,pray for me (with kendrick lamar),True,2018,0.775,0.716,0.659,0.768,0.126,0.078,0.0,0.108,0.16,101,211,Moderato,D,Major,D Major,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
billie eilish,lovely (with khalid),False,2018,0.966,0.262,0.255,0.514,0.018,0.957,0.0,0.088,0.088,115,200,Allegretto,E,Minor,E Minor,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
